PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,Group
-1.07776412,2.15451671,-0.088133466,-0.736626493,0.300341087,0.002850815,-0.315434912,-0.773335223,-0.252535514,-1.740636017,-1.461939509,0.073884327,-0.112046089,0.445636548,0.222807825,-0.352207148,-0.026561623,-0.024909991,0.117648128,-0.095870151,0.236157242,-0.035700306,-0.202547365,0.003418794,0.161711123,0.184549918,0.138971153,0.091880607,0.039419167,-0.041752145,0.063981658,-0.008255595,0.072352049,-0.026178271,0.019843997,-0.000846548,-0.011357557,0.068873917,0.023596678,-0.126761785,-0.063268011,-0.003245783,-0.045027585,-0.017983967,-0.106595431,0.022241194,-0.082930797,0.192307333,-0.102449494,-0.204094325,0.1488323,0.129360289,-0.03212043,-0.307831665,-0.080944481,-0.169528397,-0.05976394,-0.009836822,-0.03740744,-0.265193239,-0.003017171,0.123646444,0.079667972,-0.28563238,-0.162766956,-0.091844081,-0.222160161,-0.16256652,0.236216781,-0.25188068,-0.36914029,-0.450082286,0.123596408,0.237909365,-0.06061766,-0.229326333,0.101341459,0.018977435,-0.159876157,0.095209798,0.147519726,-0.030611242,-0.191940675,0.286254479,0.082602318,-0.068843753,0.113690963,0.007038034,0.282518837,-0.03972468,0.088612287,0.033404774,0.073554664,-0.269034223,0.027758102,-0.057227292,-0.248396168,0.167865733,0.043776801,-0.011742196,6
0.706201297,-0.095690384,-0.383294536,0.266158217,0.167964435,0.613290829,0.347527713,-0.054724904,0.187511172,-0.348441155,0.629680404,0.299822288,-0.129805187,0.064573273,-0.201319615,0.1275564,-0.302330416,0.573344011,0.287761364,1.244311602,0.709369999,0.072174606,-1.197239117,-0.786681266,-0.566327112,-0.08525468,0.113218895,-0.128475107,-0.069460534,0.308622301,-0.010372623,0.161180277,0.115200504,0.149529666,-0.159966645,-0.129210734,-0.094082184,0.082488661,-0.105001071,-0.013032476,-0.180940945,0.045456952,0.202512498,-0.006204791,0.141090492,-0.086759947,-0.155643731,-0.007584921,0.094032915,0.10636594,0.118337009,0.016094852,0.1714467,-0.005918913,-0.061605466,-0.184839262,-0.029778466,-0.214124791,0.0767772,-0.12858569,0.038676399,0.028045231,-0.023783489,0.073823362,0.062905392,-0.008578892,0.055693414,-0.020056293,-0.25309809,0.133841785,0.017428741,-0.05655614,-0.00589002,-0.010941493,-0.07886665,-0.008205441,-0.042721192,-0.025222812,-0.071915666,-0.094542586,-0.012958297,0.106670782,-0.085876904,-0.063463446,-0.061367984,-0.020118697,0.015627588,0.128884779,0.047093525,0.173890263,0.015729844,0.045674855,-0.00697533,-0.073313888,-0.129396129,-0.034556049,0.102993546,-0.04930242,-0.063110567,0.117904514,3
-0.975132861,2.046386834,-0.186370217,-0.779009674,0.195141891,0.224667311,0.010002406,-0.418499198,-0.038219785,-0.778209753,0.932468555,0.541348258,0.125424861,0.594215651,0.065256989,2.849405054,0.966963741,-0.531203877,-0.014491726,-0.732889346,0.404329099,-0.031574482,-0.278262543,-0.003640043,-0.12033464,0.268740795,0.413193281,0.268241911,0.071816351,-0.173789873,0.118199454,0.098021777,0.145346464,-0.021004366,0.057136437,0.155074697,0.077328818,-0.048640043,-0.199501321,-0.166007662,0.07168523,-0.031178572,0.06151091,0.005997225,-0.125689315,-0.014087956,0.051700638,-0.01212639,0.094800823,-0.089763036,0.051318691,-0.005023797,-0.071310853,-0.057072811,-0.041015286,-0.027172223,-0.002632641,-0.009677596,-0.023407843,0.024451583,0.011999077,-0.033077772,-0.026589386,-0.158543073,0.016285003,0.010854624,-0.002399341,0.05392439,-0.075459054,0.049646743,0.006068963,-0.059389602,0.048868978,-0.049697702,-0.087570064,0.031655523,0.024986941,0.173172012,0.031178176,0.100023732,-0.056824492,-0.109144405,0.057861528,0.131787779,-0.011479585,0.046720792,-0.103030035,0.004844962,-0.080179003,-0.052076458,0.045090795,0.045591902,0.06394736,0.029191539,-0.078385967,0.068877127,0.064223891,-0.069659798,0.057590626,-0.026716651,6
-1.099969125,2.254809437,-0.257495874,-0.577194229,-0.156719532,-0.005169479,0.003788961,-0.489663886,-0.118138415,0.675214819,0.790917742,-0.443502587,-0.044237789,-0.085995711,0.124241265,-0.004154688,0.006108625,-0.708611931,-0.22569275,1.711648817,0.816449907,0.508702996,0.959189248,0.589637863,0.940947585,0.526854857,-0.219699552,-0.088140175,0.147852447,0.055701424,0.01954424,0.253180514,-0.044216137,0.120884064,0.062037843,0.192621231,0.166277199,-0.254111675,-0.151026462,0.008602384,-0.038079051,0.175716388,0.135105342,0.170324196,-0.215269034,-0.014764515,0.200333696,0.347578469,0.163394367,0.074481398,-0.028516708,0.075730398,0.051596002,0.170824085,-0.115909415,-0.051431278,0.180955727,-0.229510523,0.134240936,-0.005076184,-0.078693398,-0.182620378,-0.004094834,-0.386563724,-0.001577227,0.04450498,0.201708765,-0.214616636,-0.047675373,0.096092972,0.096900805,-0.050613106,0.030383988,-0.002622404,-0.021574857,0.012426382,0.047832212,-0.104774933,-0.038903847,0.017472315,0.069922365,0.081647504,-0.03730712,-0.01087756,-0.088159916,-0.097005451,0.130679539,-0.116741598,0.003977123,0.04039944,-0.082270245,0.029143468,-0.056013665,-0.111989022,0.011467255,-0.002016672,0.035687171,-0.154363819,-0.04877498,0.019210009,6
1.088061692,-0.53700696,0.071996567,-0.255091612,-0.067932085,0.267309979,-0.11834656,0.049326916,-0.362378995,-0.148441141,-0.033466952,-0.083866709,0.288756465,-0.464712894,0.11293724,0.247022899,-0.624275492,-0.069406599,-0.223056371,0.321329501,-0.480192801,-0.270025385,0.110278603,-0.100017698,-0.217612324,-0.13268511,0.004875924,1.068365633,0.318521064,-0.273365911,0.037638978,-0.112345536,0.082064883,0.021616405,0.051240559,-0.116210845,-0.019033717,0.098326177,0.101064136,0.487360716,0.288121576,0.32384609,-0.14315224,-0.191328847,-0.039943735,-0.239775142,0.026446108,0.289233733,-0.186309787,-0.123326132,-0.220272122,-0.44369633,0.163446217,-0.225862375,0.104873717,0.007270421,-0.327753975,0.148249274,-0.000429228,-0.230637363,-0.539002592,0.025714586,0.012099105,0.244132734,0.140129923,0.289233165,0.012548432,-0.524021049,0.004664266,-0.103706493,0.129836622,-0.150438896,-0.163385488,-0.184870088,-0.05472103,-0.023779465,-0.174151577,-0.13076508,0.12356818,0.261773667,0.233394253,0.197963574,0.067006941,0.426090061,-0.09740087,0.164109355,0.030426391,-0.180946501,0.066214403,-0.253157871,-0.005437523,0.216502523,-0.074277924,0.057607586,0.072160143,0.081924888,0.171649418,0.075329081,0.215578917,-0.071617229,3
-0.919326438,2.019241286,-0.298167908,-0.495904289,0.039011422,-0.052099846,-0.220870142,-0.574249725,-0.189997934,-1.028939938,-0.812548684,0.07017894,0.016384521,0.266063194,0.058581756,-0.174964565,0.01900314,-0.128427861,-0.115945613,-0.126111321,-0.139089001,0.186505764,-0.012789753,-0.205171828,-0.155924381,0.220177825,-0.816670779,-0.044025983,0.123043548,1.038551422,0.533553383,-0.353539202,-0.783308845,-0.361875494,-0.314768105,-0.162145304,-0.558150774,-0.047364273,-0.186646211,0.11982197,-0.035241006,-0.169407439,-0.330251867,0.658740262,-0.285137456,0.037936554,0.221575602,0.083420672,0.126790936,-0.134637302,0.34337552,-0.503106946,0.08011133,-0.100420324,0.530346523,0.189772413,0.093643144,0.2450006,-0.033769179,-0.117418595,-0.267355554,0.179508849,-0.192646822,-0.062421039,-0.406979976,-0.237524049,-0.161870204,-0.373029445,-0.605057653,-0.076926122,-0.058628937,0.506108684,-0.133159007,0.131323882,-0.092027996,0.094172151,-0.05594185,0.372548219,0.038486551,-0.101218403,-0.023782184,-0.04125189,0.010206606,-0.106646493,-0.080206655,-0.021717698,0.043852664,0.072612598,-0.083340195,-0.099411645,-0.050579825,0.109590973,-0.064457631,-0.049923296,0.013003708,-0.045679057,0.017577054,0.013113509,0.106186021,0.081550947,6
1.183623139,-0.455055186,0.161074607,-0.21108842,-0.077209106,0.249183701,-0.159037231,0.105145158,-0.543154841,-0.155078198,0.089800734,-0.124312682,0.240771434,-0.144844646,0.049599395,0.223286626,-0.512882259,0.319179793,-0.099962837,0.831765983,-0.08212629,0.003376903,0.168703584,-0.299293546,-0.390288742,0.164329876,-0.095747259,0.93049479,0.65794777,-0.906610258,0.376345992,0.526487593,-0.641560342,-0.143342018,-0.361233041,0.073834414,-0.036845036,-0.011404052,0.3551529,0.1884852,0.141391419,-0.250062331,-0.062058826,-0.24402197,-0.230442541,0.162110519,-0.189539508,0.211064124,-0.146894642,-0.018088236,-0.146263976,-0.410589936,0.157804414,-0.322999384,-0.005689356,-0.123063784,0.426014299,0.106112293,-0.60678976,-0.066718377,0.046650577,0.011635991,-0.06960869,-0.088194392,0.337684647,-0.723195933,-0.083361274,0.316301854,0.039937384,-0.14116018,-0.259744531,0.126132689,0.17693997,-0.105618922,-0.199450104,0.095139657,0.08806277,-0.193019987,0.288026336,0.069665268,-0.139277818,-0.134569873,0.226013448,-0.15244444,-0.210786954,-0.223257642,-0.079824294,-0.103888215,0.048792604,0.046634944,-0.045172786,-0.275005797,-0.470596426,-0.130875634,0.056031231,-0.118612255,-0.196055991,-0.08678935,0.230402442,-0.070664517,3
0.905892699,-0.225411237,0.182706237,-0.314077346,-0.082446026,0.291761239,-0.241893822,0.136866672,-0.414764935,-0.410980458,-0.296077066,0.177895588,0.148629911,-0.296069222,0.346570549,0.250570097,-0.67732226,0.544014545,-0.597102503,0.326581869,-1.2842112,-0.713123043,1.387175414,-1.293774133,-0.529440835,1.897642643,0.790862093,-0.671122562,-0.339500772,0.551745334,0.159329529,-0.125225184,0.497144127,0.224815392,-0.151368123,0.168124458,0.235206926,-0.169725338,-0.164379257,0.02069056,-0.040082687,-0.029687101,-0.113975914,0.068136164,0.329137847,0.161162825,0.003104495,0.128195888,0.017078879,0.167094251,-0.184691932,0.031525508,-0.163537997,-0.136988345,-0.146078131,0.012138991,0.097961389,-0.052972352,-0.166128212,0.16147229,-0.088307981,0.087140626,-0.202554978,-0.028853047,0.175448116,-0.10235541,0.07191958,-0.007508584,-0.169629228,-0.100138018,0.009105434,-0.018442153,0.111491606,-0.09014458,-0.030209039,0.119337647,0.256421634,-0.02465314,0.150631191,-0.149828179,-0.073130227,-0.068477888,-0.066395332,0.038611578,0.003035942,0.095704682,-0.083651192,-0.063355238,-0.01345513,-0.148848023,0.194696463,0.103660595,0.090967221,0.007944763,-0.045246375,0.203722766,0.075724414,-0.086848976,0.014625665,0.040327453,3
-1.060232758,1.659036809,-0.119757435,-0.601282097,0.211807064,0.254315595,0.160636376,-0.243222442,0.02181781,-0.22878291,-0.004537701,0.073711805,0.227925615,0.244269737,-0.019152357,1.032137616,0.245189981,-0.192121445,-0.222883563,-0.271765742,0.167794744,0.12795074,-0.133157425,-0.069817594,-0.629164418,0.009934087,-0.812566745,-0.486717598,-0.368265551,0.029752864,0.114237957,0.123311915,-0.336029002,-0.136445615,0.085892511,-0.060793291,0.378233473,-0.449430908,0.995385856,0.302378013,-0.150620986,-0.215666427,0.164646725,0.151368695,0.434297511,0.306439908,-0.111346554,0.300508128,-0.406272447,0.238521671,-0.269287214,0.463470208,0.643644192,0.546097088,0.246202195,0.521950095,-0.460126117,-0.238780659,0.951426205,-0.113252898,0.216168892,-0.304838868,0.406503774,0.918383743,0.242095312,-0.792776931,0.35436394,-0.403127679,0.444547196,-0.262514185,0.120175601,-0.171615479,0.127577514,-0.168557762,-0.263598338,0.235365689,-0.09960452,-0.34229591,0.29896398,-0.048923655,0.031752092,0.140368721,-0.231454018,-0.138383985,0.083674996,-0.014827796,0.18584248,-0.00652738,-0.131997386,-0.154960817,-0.08256583,0.02777677,-0.07653071,-0.01288173,-0.007455824,-0.157903186,0.122511179,0.033989281,0.00211223,0.029850927,6
-1.342684902,2.127865829,-0.271556115,-0.626776908,-0.14643872,-0.3914977,-0.159804825,-0.494292977,0.035408886,1.633284338,0.012341244,-0.514263791,0.285396421,-0.479974433,0.050703744,-0.258553617,-0.120337146,-0.018969503,0.385065807,-0.36917318,-0.463888407,0.377598452,-0.33573311,-0.503245223,0.033178926,-0.152726038,0.13090783,0.495237741,-0.070664453,-0.246481603,-0.144089161,-0.355887436,0.316247885,-0.184971475,0.303069195,-0.132066089,0.384820807,-0.219044666,-0.23195821,-0.241448608,-0.4790044,-0.280255352,-0.031172718,0.020398965,0.400471537,-0.365063687,0.098840683,-0.184646955,-0.576285407,0.067757326,-0.188078067,-0.156303229,0.105896224,0.187345404,0.349659032,0.145366678,0.203083541,-0.379786846,0.051470647,-0.415879124,-0.118016576,0.067722415,0.267878286,-0.279528412,-0.121617043,-0.263433063,-0.15365924,-0.508212477,-0.167928311,0.023459744,0.005447492,-0.593839001,-0.120177105,-0.585102121,0.39115025,-0.155167809,0.275654264,0.336526815,0.197042523,-0.544626483,-0.450166132,0.198888553,0.421493859,0.168500688,0.201869137,-0.172841194,0.169072979,0.229269773,0.171290486,-0.115211814,-0.197068641,-0.235687124,0.134235732,0.491979644,0.088052412,-0.246265787,0.135843619,-0.151468236,0.506665514,-0.155843291,6
-0.863015783,1.756535743,0.032150974,-0.874070044,0.217514697,0.054801594,-0.433946791,-0.288513692,-0.126840604,-0.907299172,-0.939021704,0.08261444,-0.065865087,0.343562211,0.011169922,0.07722277,0.113172775,-0.24020069,0.213412651,-0.234073492,-0.24108797,0.287386379,0.20589754,-0.097872605,0.039413685,0.152617997,-0.785069261,0.085004282,0.361493581,0.881952348,0.809323374,-0.466776067,-0.960118285,-0.159409024,-0.172103104,-0.340387733,-0.370377579,0.659599791,-0.875010232,-0.231159614,-0.232470859,0.308940587,0.172619066,-0.252001804,-0.220162906,-0.257039504,-0.541982743,0.113612656,0.079347049,0.728129528,-0.635207157,-0.025561752,-0.001338082,-0.195301239,-0.338758267,-0.239037787,-0.081959207,-0.177701307,-0.268283395,0.257952139,-0.056426699,-0.352082869,0.133089225,0.304842248,-0.029846727,0.285172206,0.374412327,0.211557362,0.646257395,0.330604772,0.391760772,-0.261858073,0.206281175,0.004972882,0.202069819,0.158771455,0.037320249,0.028257849,0.18522458,0.195966862,-0.302634625,-0.02116977,0.033220297,-3.40E-05,-0.029391826,0.078946135,0.120618503,0.318387718,0.000348871,-0.112934752,0.330247484,-0.278753734,0.186774453,0.275487565,0.387556393,0.180620941,0.097825326,0.094457177,-0.118173879,-0.090687792,6
-1.342192649,2.126656736,-0.271314585,-0.626179204,-0.146259117,-0.390938473,-0.15955643,-0.493432032,0.035345455,1.629512671,0.012310468,-0.512788068,0.284509863,-0.478401596,0.050519271,-0.257572527,-0.119854572,-0.018880904,0.383070941,-0.367204189,-0.461265351,0.375279116,-0.333599002,-0.499728271,0.03293742,-0.151556126,0.129759986,0.490697586,-0.069985756,-0.243939581,-0.142548967,-0.352012427,0.312634558,-0.182772275,0.299316752,-0.130344995,0.379702514,-0.216027603,-0.228675036,-0.23791365,-0.471891702,-0.275968218,-0.030683854,0.020072543,0.393950051,-0.359022812,0.097166616,-0.181492533,-0.566158521,0.066543781,-0.184700106,-0.153474247,0.103937027,0.183856231,0.342882118,0.142545713,0.199046813,-0.372225636,0.05042878,-0.407308032,-0.115566617,0.066286738,0.262102249,-0.273427118,-0.118913043,-0.257484388,-0.150167696,-0.496047755,-0.163882977,0.022887935,0.005313423,-0.578977074,-0.117111276,-0.569685097,0.380467363,-0.150925491,0.268007368,0.327050224,0.191356205,-0.528733032,-0.436759877,0.192914276,0.408782744,0.163247801,0.195568621,-0.167299352,0.163586448,0.221672949,0.165473677,-0.111252653,-0.190157288,-0.22732379,0.129390365,0.474025658,0.084780532,-0.237011364,0.130664037,-0.145625438,0.486912536,-0.149751262,6
0.706244809,-0.075337641,-0.112901757,0.150731098,0.076375526,0.632573023,0.297649733,-0.032159577,0.178859031,-0.263444687,0.559967115,0.498328139,-0.115464305,0.163196872,-0.295052568,0.146651989,-0.41067648,0.64337245,0.343644921,1.244600018,0.718228296,0.191770017,-1.185630012,-0.724018823,-0.57703038,-0.130906334,0.063858174,-0.145097594,-0.112716348,0.364902584,-0.131857603,0.119394307,0.366875197,-0.103768435,-0.207535447,-0.106399992,0.011363473,-0.021921301,-0.265781628,0.216128229,-0.212443406,0.036840991,0.232514872,0.151599309,0.042337367,-0.136333503,-0.118179312,0.047665827,0.089159844,0.007954041,0.078613037,-0.01903547,0.142720515,0.260993607,-0.147821495,-0.223473507,-0.113967017,-0.044706238,0.066307212,-0.097423564,0.195376605,-0.055617937,0.015801996,-0.03079937,0.129101892,-0.009425694,0.13796713,0.021277495,0.030549744,0.048921463,-0.287221292,0.107321531,-0.219895682,-0.137524031,-0.164597225,-0.141724071,0.154703109,-0.138758086,0.006443219,-0.11070842,-0.055852443,0.114616709,0.100953206,0.041529577,-0.174503715,0.056576412,0.022125831,-0.060157087,-0.022466384,0.054325675,0.101710046,-0.131579938,0.032442723,-0.180373466,-0.090702876,-0.00117987,0.163704644,0.112443519,-0.104380014,0.099586118,3
-1.053561445,2.421933947,-0.247946531,-0.588206102,-0.039605505,-0.384490984,-0.274191519,-0.589736153,-0.237727389,1.593029872,0.307310655,-0.571863854,-0.048897116,-0.174588696,-0.091119961,-0.300915055,-0.153741681,0.38444818,0.108070533,-0.452311138,0.044368626,-0.494984868,-0.348925649,-0.263114386,0.000158676,0.021967331,-0.045876935,0.00857136,0.13915161,0.169145076,-0.043067732,-0.023782605,0.000743343,-0.145184452,-0.078494507,0.157280397,-0.101592433,0.125703587,0.577572749,-0.09558588,0.011726213,0.147014054,0.080321363,-0.06910026,0.005573361,0.198337833,-0.022571348,0.05204206,0.705460995,-0.37976213,-0.4035547,0.649775161,-0.159615946,-0.429584316,-0.799591702,-0.353192953,-0.319962112,0.427907699,-0.062829787,-0.121880936,0.019881086,-0.254738095,-0.037095544,0.089474806,-0.218470395,-0.225029265,-0.272159791,-0.241019913,-0.238306263,0.161160878,-0.015150442,0.329347082,-0.152868303,-0.045799688,-0.020630536,0.107929072,-0.015732004,-0.030750931,0.056963853,0.080897548,0.091585719,-0.153001836,0.096119157,-0.052044896,0.109158076,0.03972078,0.213026903,-0.121106708,0.195064081,-0.049485895,-0.046364108,0.075681141,-0.101291052,0.100809419,-0.025651883,0.032925871,-0.013263705,-0.010973738,0.089317066,-0.094664812,6
-0.820281639,1.889060886,-0.489443388,-0.271415654,-0.081648296,0.178367092,0.135944613,-0.31476366,0.041822311,0.118797684,-0.025585195,-0.123883135,0.080228858,-0.042081874,-0.001915896,0.146165039,0.105136804,-0.001056626,-0.229081954,0.339484254,0.061417502,0.16458743,-0.132017558,0.076878596,-0.836653933,-0.422779473,-0.174307166,-0.494474478,-0.255781389,0.278330309,0.114032803,0.156365709,-0.19555272,0.176832052,-0.202632318,-0.253197985,0.018299814,0.213664818,0.221924084,-0.141150851,-0.043686438,-0.040851231,0.213636717,0.442808517,0.324088955,0.356102009,-0.079436247,-0.044011761,-0.121064487,0.013836669,0.160141758,0.127840049,0.017585795,0.068791559,-0.206778208,-0.104387199,-0.044045064,-0.069321129,0.100665675,0.014439098,-0.034870694,-0.058877288,-0.018427793,-0.131469873,0.034428378,0.196641253,0.16130387,0.138991367,0.281326341,-0.271776856,0.144545727,-0.187845045,0.378381289,-0.25675243,0.391699659,-0.233123627,0.021630412,0.481011075,-0.006791953,0.293948666,0.005226925,0.829031144,-0.50364163,0.494398381,-0.285331121,0.618439507,0.001804639,0.022185066,-0.624025282,0.572864442,-1.217924177,-0.453131017,0.092027357,-0.564899236,-1.140741628,-0.354194095,-0.619565519,0.812098597,0.345923755,-0.04576714,6
-1.117421668,2.258837607,-0.271070783,-0.58750616,-0.125053979,0.003350134,0.003225451,-0.492269352,-0.12371507,0.680194158,0.833546139,-0.446534712,-0.027783091,-0.08529607,0.104749638,-0.028030154,0.010475892,-0.737653054,-0.2303751,1.802086297,0.871373473,0.545841268,1.048243928,0.640496012,1.047064207,0.579039959,-0.240968595,-0.109928241,0.136001646,0.017022597,-0.004751474,0.319591967,-0.028184121,0.152876856,0.061748664,0.042778648,0.060269407,-0.460043755,-0.144874771,-0.075818753,-0.111133953,0.350030593,0.09594778,0.165031905,-0.285383501,0.01357688,0.234349429,0.476688685,0.205253745,0.05937543,-0.039770054,0.077048812,0.059944609,0.262528599,-0.16776774,-0.033569837,0.221560853,-0.246220855,0.132930411,0.055365681,-0.119873866,-0.231269707,-0.008325331,-0.481513561,0.001983813,0.081370017,0.208042205,-0.246896943,-0.083163338,0.08489828,0.181922034,-0.117903471,0.088718599,0.091780787,-0.075349634,0.097565265,0.091643361,-0.099150415,0.01681872,-0.020079621,0.094718208,0.163450768,-0.044139499,0.009948503,-0.113989353,-0.204420214,0.233522023,-0.120124613,-0.062585211,-0.006777764,-0.140025461,0.043242545,-0.090789658,-0.073540135,0.030334178,-0.058941958,0.100074852,-0.144436258,-0.055690448,0.127605507,6
-1.095645433,2.169091961,-0.524797726,-0.864420597,0.010100796,-0.053404073,-0.030655081,-0.723004727,0.164250285,1.422595235,0.083066174,-0.448884983,0.037708453,-0.496031822,-0.05446298,-0.216710084,-0.106089024,0.209088266,0.090888121,0.019259263,0.018916633,-0.346356511,-0.795732548,-0.340866776,-0.201073911,0.0701601,0.032487955,0.414743873,-0.124796709,0.100631946,-0.284950963,-0.050119568,0.221669157,0.241589719,0.226072135,-0.172750013,0.033845989,0.063152295,-0.145443307,-0.029548965,-0.236394854,0.141955621,0.100251578,0.099405655,0.30756014,-0.01168947,-0.129588789,-0.209895744,-0.224598219,-0.069125316,-0.086260271,-0.255842383,0.082051492,0.199540958,0.340807322,0.136593852,-0.02657432,-0.374571504,0.079084556,0.056031574,-0.121485524,-0.249726942,-0.105526255,0.071546168,0.037777507,0.346954336,0.275404519,-0.047859309,0.090128965,-0.148438819,0.281292853,0.249423215,-0.276491032,-0.092362484,0.575902705,-0.146850352,0.097932619,-0.012414825,0.083584316,0.109003923,0.468119867,0.245730697,-0.138738105,-0.386966291,-0.297627277,-0.015909727,-0.161619317,0.091143897,-0.299436635,0.23262191,0.431738796,0.185170654,-0.873562476,-0.413794904,0.207885807,-0.068996436,-0.08056254,0.242957064,-0.269735159,0.072004129,6
0.729878018,0.036214617,-1.632344959,1.948306753,-0.55874386,-0.166074149,-0.108469707,-0.219982199,0.031953767,0.02112501,-0.033432045,-0.01209425,-0.030780071,-0.147445991,0.087360173,-0.041457926,0.080339842,-0.108731739,0.324299469,-0.139042709,-0.198454771,0.707979838,0.008246895,-0.315352713,0.060844956,-0.148393454,0.194174635,-0.206052791,0.134581006,-0.041528124,0.067404759,-0.023314476,0.002518729,0.03856591,0.0329804,-0.128414511,0.251292175,-0.236362648,0.079732312,0.271131309,0.443880073,-0.043824807,-0.238146345,0.500302913,-0.045380395,-0.044596498,0.068606801,-0.170929717,-0.262624772,-0.39298125,-0.004347602,-0.067345486,-0.063892192,0.154860321,-0.209243347,0.025571342,0.095797091,0.101667459,-0.156504127,0.086418185,0.098031819,-0.317100411,-0.06165146,-0.207037092,-0.1751664,0.116544945,-0.123097793,0.043013102,0.402697318,-0.085543476,-0.059918977,0.006882824,-0.045100474,0.064744994,-0.082230304,0.206607716,0.056163642,-0.016438744,-0.156659133,0.010948979,-0.007631183,-0.028816408,0.088712039,0.017710848,-0.130354459,-0.002599623,0.104256118,-0.14114862,-0.191966101,-0.116062774,-0.015527371,-0.010189173,0.158280401,0.072947328,0.115048469,-0.012290116,-0.017706446,-0.009778839,-0.066864466,-0.107763741,4
-1.001858682,2.404625407,-0.408807662,-0.693083791,-0.043085219,-0.408473293,-0.245368212,-0.518375365,-0.009269556,1.43836051,0.240297428,-0.517893152,0.009194691,-0.170654907,-0.164487337,-0.276340073,-0.139022025,0.24267212,0.005237541,-0.348996463,-0.021353567,-0.358988893,-0.265882363,-0.297576315,-0.082487623,0.109008352,-0.096133001,0.041390334,0.100267222,0.096956642,-0.239399087,0.085692901,0.01708287,-0.016141312,-0.108935273,0.087609145,0.180023162,0.018096539,0.295052868,-0.082868153,-0.245092475,0.257343626,0.380283425,0.002625682,0.05028651,-0.204637829,-0.134716121,-0.00553422,-0.157041685,0.193990706,0.161075577,-0.14935008,-0.130512598,-0.208225117,0.094510704,0.228773681,0.102225973,-0.198644658,-0.384407744,0.00436313,0.078737202,0.293455251,-0.317198137,-0.335090078,-0.127242156,0.217196616,-0.138993163,0.145693486,0.315210652,0.028958451,-0.353946783,0.252110525,-0.119212463,-0.028392268,-0.708520681,-0.008886725,-0.186777078,-0.3533052,0.451912682,0.596174818,1.491597306,-0.846844276,-0.160406109,0.136009037,0.424208227,0.233818293,0.843099911,0.453347227,-0.076569788,-0.360697731,-0.270730264,-0.307512817,0.222679876,0.658104142,-0.223363923,0.163557686,-0.297859123,-0.27406644,-0.237867974,0.138663394,6
0.857223066,0.0569063,-2.371026826,2.498334308,-0.464016315,-0.166243166,-0.201848903,-0.297588433,0.067681346,-0.008782709,-0.106711104,0.011208569,-0.090826726,0.080095358,-0.031954181,0.002125301,0.144038179,-0.099128231,-0.093682777,-0.044935253,0.038359948,-0.160530201,0.065619509,0.077301211,0.077105367,0.084282563,-0.086353677,-0.101151247,-0.109416139,-0.157354697,-0.056687543,0.069886886,-0.111209448,-0.028677178,0.015803524,-0.119679467,-0.202771613,0.242771714,-0.062566386,-0.073451222,-0.230641603,0.099357195,0.095090866,-0.238400972,-0.124932153,-0.16854007,-0.030081681,0.084740477,0.115878873,0.085036349,0.051537103,0.046184659,0.093065003,-0.079351725,0.045128705,-0.171789703,0.104953002,-0.050573719,0.048810531,-0.120563036,-0.01066245,0.014135777,-0.049410329,0.038544245,0.069796897,-0.047087193,0.113738492,-0.119220341,0.080526443,-0.011879579,0.013362354,-0.062883796,-0.005170493,0.153109428,-0.070518998,0.12863256,-0.112277873,0.286838666,0.508773836,-0.026436837,-0.313061222,0.07713768,-0.355110844,-0.130755623,-0.331115397,0.32505835,-0.048051069,0.18527229,0.177024567,-0.211541399,0.38265629,-0.074014687,0.050088007,0.09242302,0.078637268,0.132332734,-0.070823176,-0.020305186,-0.061546945,-0.002683924,4
